series_description,frequency,cleaned_series_names,comment,,,,Index
DE_high-res_SAX_MAG,1,LGE_SAX,,,,,
cine_segmented_sax_b2,1,SAX,,,,,
LVOT,1,,,,,,
Viab_3D_2k_li,1,,,,,,
DE_overview_LE_4Ch_3Ch_SAX_2Ch_PSIR,1,LGE_SAX_LAX,,,,,
tirm_15_db_t2_2_kmr,1,,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)_3ch,1,,,,,,
fl4_150_aorta,1,,,,,,
SFIESTA-SA,1,,,,,,
CINE_segmented_VF_SAX_b5,1,,,,,,
Gre_Cine_SAX_b15,1,SAX,,,,,
QF_VSD-200,1,,,,,,
FALLOT_PROTMIP_3D_angio,1,,,,,,
WIP_FIRST_PASS_TEST_6SL_SENSE,1,,,,,,
EF_29%,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MOCO_T1S,1,,,,,,
TI-Scout_Capt_Cycle_aanklikken_3Ch,1,,,,,,
QF_pv-VENC_70,1,,,,,,
ShMOLLI_PF6_8_PAT2_TImin100,1,,,,,,
tse_17_db_t2__fs_iPAT_SAX_b7_SAX_b4s_SAX_b3s_SAX_b2s_SAX_b1s,1,,,,,,
SUB_S9-S7_1,1,,,,,,
Gre_Cine_LAX_3ch,1,,,,,,
Trufi_Cineprospectief_SAX_b7,1,,,,,,
tfl15_t1_psir_seg_iPAT-sa1_MAG,1,,,,,,
2C_Loc_Cine_FIESTA,1,,,,,,
T1_DB_LAX_4Ch_2Ch_3Ch,1,,,,,,
s3D_PSIR-SA_SENSE,1,,,,,,
TI_250ms_4ch,1,,,,,,
T2_TRUFI_NAV,1,,,,,,
Dynamic_Rust_Perfusie_doorademen_3Ch_MOCO,1,,,,,,
tirm_15_db_t2_3_kmr,1,,,,,,
flow_150_Throug_Plane-in_klep_AorticValve,1,,,,,,
DE_High-Res_LAX_3ch_3ChStack_MAG,1,LGE_3CH,,,,,
BTFE-LA-3,1,,,,,,
Heart_morphology_t1_fl2d_1,1,,,,,,
Plan_Longaxis_2Ch_4Ch_3Ch,1,,,,,,
tfl20_t1_psir_seg_iPAT_DE_3cv_PSIR,1,LGE_3CH,,,,,
T2*Map_SAXs,1,,,,,,
T2_3pt_TRUFI_192i_BASE_MOCO,1,,,,,,
DHE-3D_BH_2_slabs_2_ch,1,,,,,,
Dynamic_Rust_Perfusie_doorademen_2Ch,1,,,,,,
ARVD_______VIABILITY250,1,,,,,,
Dynamic_Perfusie_stress_doorademen_SAX_b1s_MOCO,1,,,,,,
Heart_function_scout,1,,,,,,
fl4_100_INF-BAFFLE_P,1,,,,,,
CINE_realtime_SAX_b6,1,,,,,,
T2prep_BTFE_BH,1,,,,,,
DYN_sTFE_3sl_FP,1,,,,,,
T1_TSE_BB_SAT,1,,,,,,
RV-STUDY-IGOR_BOLUS-TRANS,1,,,,,,
fl4_400_flow_aorta,1,,,,,,
___________PD_BB_TRA_C,1,,,,,,
pre_MOLLI_5(3)3_256_MID_MOCO_ERR,1,,,,,,
ejectiefractie_45%,1,,,,,,
SA_6_LE_PSIR,1,LGE_SAX,,,,,
TI-Scout_Capt_Cycle_aanklikken_2Ch,1,,,,,,
DE_High-Res_LAX_3Ch_2Ch_PSIR,1,LGE_LAX,,,,,
tfi_single-shot_(4CHV)_280,1,,,,,,
T2_3pt_TRUFI_192i_BASE,1,,,,,,
COR_TRUFI,1,,,,,,
T2_3pt_3recovHB_gre_korte_as,1,,,,,,
ARVD_______VIABILITY500,1,,,,,,
T1_TSE_BB,1,,,,,,
Funct_LVOT,1,,,,,,
"DE_high-res_4CH,3CH,2CH_4Ch_2Ch_3Ch_MAG",1,LGE_LAX,,,,,
tse_3_t1_db_tra_23sl_3av,1,,,,,,
"DE_high-res,__LVOT_RVOT_MAG",1,,,,,,
T2_TSE_FS_256_12s_SA_ima_6,1,,,,,,
AORTA,1,,,,,,
AORTIC_VALVE_FIESTA,1,,,,,,
SA_16_LE_MAG,1,LGE_SAX,,,,,
FALLOT_PROTQFLOW_jet,1,,,,,,
DE_High-Res_2ch_PSIR,1,LGE_2CH,,,,,
FLASH_IN_FASE_sa_cine_metaalartefacten,1,,,,,,
Ax_FIESTA_non_gated,1,,,,,,
SA_15_LE_MAG,1,LGE_SAX,,,,,
EJECTIEFRACTIE_35%,1,,,,,,
SUB_S40-S39_1,1,,,,,,
tf2d15_retro_iPAT-AO,1,,,,,,
Ax_T1_BlackBlood-SSFSE,1,,,,,,
sBTFE_BH_4CH_SENSE,1,,,,,,
CINE_realtime_SAX_b1,1,,,,,,
CINE_Kortademig_LAX*_3Ch,1,,,,,,
tfi_single-shot_(MET_'SCAN')__SA,1,,,,,,
T2_TSE_FS_256_12s4CH,1,,,,,,
FGRE-TC_perfusion_CE,1,,,,,,
tfi_single-shot_14_slices_4_ch_240,1,,,,,,
DE_overview_sax_SAX_MAG,1,LGE_SAX,,,,,
tse_11_db_t1_iPAT-tra(12SL),1,,,,,,
DYN_PERFUSIE.,1,,,,,,
FLOW_venc300_through_plane_Pulm_Art_P,1,,,,,,
SA_1_functie,1,,,,,,
Gre_Cine_RVOT,1,,,,,,
flow_100_ip_retro_bh_ePAT@c_PULM_ART,1,,,,,,
SAX_2D_MDE,1,LGE_SAX,,,,,
DE_overview_LE_4Ch_SAX_3Ch_2Ch_PSIR,1,LGE_SAX_LAX,,,,,
tfl25_t1_segmented_iPAT_3CH,1,,,,,,
3D_Delayed,1,LGE_SAX,,,,,
tf2d15_retro_iPAT-2chv_re,1,,,,,,
ME_4CH_DE_150,1,LGE_4CH,,,,,
T2Map_2Ch_MOCO_T2,1,,,,,,
tfi_single-shot_(MET_'SCAN')_2ch_270,1,,,,,,
SFIESTA-2ch,1,,,,,,
tfi_single-shot_(3CHV)_280,1,,,,,,
SA_8_LE_PSIR,1,LGE_SAX,,,,,
tfl2d_25_t1,1,,,,,,
T1_TSE_BB_KM_SAT,1,,,,,,
B-TFE-IVC-SAG,1,,,,,,
axial_delayed_MAG,1,,,,,,
T1_TSE_BB_TRA,1,,,,,,
cine_segmented_sax_b7,1,SAX,,,,,
flow_250_tp_retro_bh_ePAT@c,1,,,,,,
Short_Ax_Apex,1,,,,,,
tfl20_t1_psir_seg_iPAT_DE_4cv_MAG,1,LGE_4CH,,,,,
T2Prep_2D_1Slice_8Meas_iPAT_T2_NORM,1,,X,,,,
FALLOT_PROTQ_FLOWPA300,1,,,,,,
M2D_B-TFE,1,,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)4chv,1,,,,,,
de_overview_2ch_3ch_4ch_sax_MAG,1,LGE_SAX_LAX,,,,,
Gre_Cine_LAX_3Ch_InlineVF,1,,,,,,
Gre_Cine_3ch_re_User1,1,,,,,,
sBTFE_BH_3CH_SENSE,1,,,,,,
DE_High-Res_hbw_SAX_MAG,1,LGE_SAX,,,,,
trufi_loc_multi_iPAT2@c,1,,X,,,,
Aortic.valve_venc_200,1,,,,,,
t2+t2_haste_tra_mbh,1,,,,,,
TI_scout_2cycles_kort_ademig,1,,,,,,
cine_segmented_sax_b4,1,SAX,,,,,
tfi_single-shot_3CHV),1,,,,,,
4_Chamber,1,,,,,,
fl3d-SAG_precontrast_ANGIO,1,,,,,,
ARVD_______VIABILITY450,1,,,,,,
2D_4CH_PSIR_VIABILITY,1,LGE_4CH,,,,,
SA_Stack_T2_FS_BlackBlood-SSFSE,1,,,,,,
FALLOT_PROTax_msmp,1,,,,,,
MPR_tra,1,,,,,,
T1W_BB_20,1,,,,,,
tfl_psir_4C_PSIR,1,LGE_4CH,,,,,
tfi_single-shot_3CH,1,,,,,,
AMC_HART___BTFE_2CH,1,,,,,,
fl4_100-flow-aorta_P,1,,,,,,
Trufi_Cine_SAX_b19,1,,,,,,
LV3ch_Cine_FIESTA,1,,,,,,
LV2ch_Cine_FIESTA,1,,,,,,
REAL_4_CHAMBER,1,,,,,,
tfi_single-shot_(MET_'SCAN')_sa_240,1,,,,,,
MIP_REC_3D_A,1,,,,,,
tf2d15_retro_iPAT-3ch-14ph,1,,,,,,
LGE_seg_gre_MAG,1,LGE_SAX,,,,,
Diff_SAX_b0_b50_dubbel_getriggerd_monopolair_TRACEW,1,,,,,,
FIESTA-shortAX,1,,,,,,
lge_2_cycles_3CH_MAG,1,LGE_3CH,,,,,
Aortic.valve_venc_350,1,,,,,,
SA_4_LE_PSIR,1,LGE_SAX,,,,,
post_MOLLI_4(1)3(1)2_256_MOCO_T1,1,,,,,,
TI_SCOUT,1,,X,,,,
DE_High-Res_hbw_SAX_PSIR,1,LGE_SAX,,,,,
two_chamber_loc_op_trans_plannen,1,,,,,,
T2__SPAIR_2CH_bore,1,,,,,,
Pulm.valve_venc_400,1,,,,,,
LE_4CH_STACK_4Ch_MAG,1,LGE_4CH,,,,,
hart-Groenink_BOLUS-SERIE-,1,,,,,,
LE_4CH_STACK_4Ch_PSIR,1,LGE_4CH,,,,,
GRID_KORTE_AS_MID,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MOCO_SMAGIR,1,,,,,,
flow_150_tp_retro_bh_ePAT@c_PULM_ART_MAG,1,,,,,,
tfl2d_25_2_cycles_3CV_TI550_MAG,1,,,,,,
DE_high-res_tfl20_psir_seg_4_MAG,1,LGE_SAX,,,,,
trufi_multiview_9_slices,1,,,,,,
2_Chamber,1,,,,,,
pre_MOLLI_5(3)3_256_MID_MOCO_PSIR,1,,,,,,
flow_300_tp_retro_bh_ePAT@c_P,1,,,,,,
Trufi_Cineprospectief_SAX_b10,1,,,,,,
tf2d15_retro_2ch_rv,1,,,,,,
SUB_S14-S11_1,1,,,,,,
T1_BB,1,,,,,,
de_overview_2ch_3ch_4ch_sax_PSIR,1,LGE_SAX_LAX,,,,,
fl4_300-flow-AORTA,1,,,,,,
DE_overview_LE_SAX_2Ch_4Ch_3Ch_MAG,1,LGE_SAX_LAX,,,,,
2CH_axis_delayed_PSIR,1,LGE_2CH,,,,,
B-TFE_BH,1,,,,,,
sBTFE_BH_lvot,1,,,,,,
tf2d15_retro_iPAT_3_kmr,1,,,,,,
IR_TFE_LL_new,1,,,,,,
fl4_100-flow-aorta_inplane,1,,,,,,
tfi_single-shot_(MET_'SCAN')_4ch_270,1,,,,,,
Cine_lange_as_L,1,,,,,,
DE_overview_LE_SAX_2Ch_3Ch_4Ch_PSIR,1,LGE_SAX_LAX,,,,,
T2__SPAIR_SA_BORE,1,,,,,,
pre_MOLLI_5(3)3_256_APEX_MOCO_ERR,1,,,,,,
fl3d-SAG_postctr_ANGIO,1,,,,,,
tse_11_db_t1_CTR,1,,,,,,
tfl20_t1_late_enh_4-kamer_10MIN_PSIR,1,LGE_4CH,,,,,
Synthetic_LE_12_min_post,1,,,,,,
csBTFE_BH_weak,1,,,,,,
tfi_single-shot_(4CHV)-hoog_TI,1,,,,,,
LGE_seg_LAX_PSIR,1,LGE_LAX,,,,,
DE_high-res_tfl20_psir_seg_2CH_MAG,1,LGE_2CH,,,,,
CINE_CS_realtimel_SAX_INTP_InlineVF,1,,,,,,
BTFE-2CH_LT,1,,,,,,
QF_AO-150-inplane,1,,,,,,
lge_2_cycles_4CH_PSIR,1,LGE_4CH,,,,,
fl4_150_flow-AOV_SA_P,1,,,,,,
tse_11_db_t1_iPAT-SA_beeld_7,1,,,,,,
CINE_realtime_SAX_b11,1,,,,,,
Heart_function_cine_tr30_5,1,,,,,,
tfl2d_25_t1_3cycles-2ch,1,,,,,,
fl4_150_flow-AOV_SA,1,,,,,,
COR_3d_SMARTPREP,1,,,,,,
korte_as_75%,1,,,,,,
smdixon_water,1,,,,,,
TSE-BB-TRA,1,,,,,,
QFLOW_BH_aorta,1,,,,,,
tfl2d_25_t1_3_ch,1,,,,,,
flow_tp_retro_aorticvalve_P,1,,,,,,
3chamber_axis_delayed_ecg_exp_MAG,1,LGE_3CH,,,,,
DB_T2TSE_LAX_3Ch_4Ch_2Ch,1,,,,,,
Synthetic_LE_5_min__MOCO_T1S,1,,,,,,
tfl2d_25_t1_TI370,1,,,,,,
T1_TSE_256_12s_SA_Ima_6,1,,,,,,
sagittal_cine,1,,,,,,
4ch_CINE,1,,,,,,
fl4_150-flow-arteria_pulm,1,,,,,,
EF_13%,1,,,,,,
tfi_single-shot_(4CHV)__270__DOORADEMEN,1,,,,,,
FS_T2TSE_LAX_bodycoil_3Ch_4Ch_2Ch,1,,,,,,
tirm_15__3CH,1,,,,,,
cine_segmented_lax_4ch,1,,X,,,,
CINE_segmented_VF_SAX_b10,1,,,,,,
TI_330ms_4ch_4Ch,1,,,,,,
tfl_sr_dyn_160_4sl_Perf_test_MAP_SLOPE,1,,,,,,
MPR_2MM,1,,,,,,
tf2d15_retro_ASD+REST_SLAB,1,,,,,,
Funct_LVOT_Fiesta,1,,,,,,
trufi_tra,1,,,,,,
sSlice_4,1,,,,,,
SALoc_Cine_FIESTA,1,,,,,,
DE_high-res_tfl20_psir_seg_4CH_PSIR,1,LGE_4CH,,,,,
fl4_200-flow-inplane-3ch,1,,,,,,
FLOW_venc150_through_plane_VCS_P,1,,,,,,
ti-scout_sax_b2s,1,,,,,,
EF_75%,1,,,,,,
TRUFI_4chv_CINE_trigger,1,,,,,,
Dynamic_rust_doorademen_SAX_b1s,1,LGE_SAX,,,,,
haste__tra_db_2bh_iPAT-tra_SPAIR,1,,,,,,
korte_as_MAG,1,LGE_SAX,,,,,
tfi_single-shot_(MET_'SCAN')_14_slices_DOORADEMEN_2chv,1,,,,,,
DE_High-Res_LAX_User1_MAG,1,LGE_LAX,,,,,
tfi_single-shot_(SA)_250,1,,,,,,
Molli_GD_enhanced_SA,1,,,,,,
tfi_single-shot_LA_ti400_MAG,1,,,,,,
late_enhancement_MAG,1,LGE_SAX,,,,,
korte_as_PSIR,1,LGE_SAX,,,,,
tfl2d_25_t1_DHE_TI_200,1,,,,,,
surv_lengte+kg,1,,,,,,
B-TFE_R2CH_CLEAR,1,,,,,,
DE_overview_4ch_4Ch_PSIR,1,LGE_4CH,,,,,
tfi_single-shot_(MET_'SCAN')4,1,,,,,,
EF_46%,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MID_MOCO_PSIR,1,,,,,,
sSlice_2,1,,,,,,
tf2d15_-baffles_tra,1,,,,,,
pre_MOLLI_5(3)3_256_APEX,1,,,,,,
FS_T2TSE_LAX_4Ch_2Ch,1,,,,,,
Cine_KORTE_AS_BASIS_2,1,,,,,,
VIAB_PSIR__RVOT,1,,,,,,
SV,1,,,,,,
tf2d_rt_2CH.,1,,,,,,
flash_cine_aortaklep,1,,,,,,
FALLOT_PROT3D_angio,1,,,,,,
DE_overview_4Ch_2Ch_3Ch_PSIR,1,LGE_LAX,,,,,
"EF69,5%",1,,,,,,
tfi_psir_single-shot_10sl_iPAT_TI_270_PSIR,1,LGE_SAX,,,,,
SURVEY_SA,1,,,,,,
T1Map_ShortT1_2Ch,1,,,,,,
ejectiefractie_56%,1,,,,,,
ejectiefractie_35%,1,,,,,,
QF_SVC-VENC_70,1,,,,,,
T1_TSE_256_12s_SA_Ima_4,1,,,,,,
Pulm.valve_venc_350,1,,,,,,
SUB_S4-S2_1,1,,,,,,
CINE_realtime_SAX_b8,1,,,,,,
Funct_short_axis,1,,,,,,
Kt_BFFE_3D_HR,1,,,,,,
DE_overview_LE_SAX_4Ch_3Ch_2Ch_MAG,1,LGE_SAX_LAX,,,,,
korte_as_30%,1,,,,,,
EF_62,1,,,,,,
post_MOLLI_4(1)3(1)2_256_APEX_MOCO_SPSIR,1,,,,,,
"ejectiefractie_21,8_%",1,,,,,,
QF_PV_BUFFLE-120,1,,,,,,
trufi_4-chamber_iPAT_(evt),1,,,,,,
t1_db_korte_as_7sl_trig1,1,,,,,,
EF_10%,1,,,,,,
ejectiefractie_17%,1,,,,,,
CINE_segmented_SAX_b4s,1,,,,,,
tfl2d_25_t1_DHE-bh_3ch,1,,,,,,
SA_Stack_CINE,1,,,,,,
Dynamic_doorademen_SAX_b3s,1,,,,,,
QF_AO-SPLITS,1,,,,,,
T2__SPAIR_SA_body,1,,,,,,
BB_SSh_RTrig_SENSE,1,,,,,,
LL_2BEATS_13_MIN_LAAT,1,,,,,,
Synthetic_LE_5_min__MOCO_T1,1,,,,,,
cine_segmented_lvot,1,,,,,,
BTFE-LA2,1,,,,,,
dynamic_rest_sax_b1s_MOCO_NORM_FILT,1,,,,,,
tf2d15_retro_iPAT-PA_SAG,1,,,,,,
fl4_150-flow-aorta_inplane_P,1,,,,,,
tfl20_t1_psir_seg_iPAT_DE_4cv_PSIR,1,LGE_4CH,,,,,
EF__57.9_%,1,,,,,,
3chamber_axis_delayed_ecg_exp_PSIR,1,LGE_3CH,,,,,
Trufi_Cineprospectief_SAX_b5,1,,,,,,
FIESTA-Obl-Sag,1,,,,,,
tfi_single-shot_14_slices_2ch_TI_200,1,,,,,,
trufi_5-kamer,1,,,,,,
FS_Haste_SAXs,1,,,,,,
T1Map_2Ch,1,,,,,,
tf2d15_retro_iPAT_4,1,,,,,,
pre_MOLLI_5(3)3_256_MID_MOCO_T1S,1,,,,,,
ARVD_______VIABILITY400,1,,,,,,
tfl2d_25_t1_2cycles-2ch,1,,,,,,
tfi_single-shot_4CH_ti450_MAG,1,LGE_4CH,,,,,
lge_ss_sax_SAX_PSIR,1,LGE_SAX,,,,,
2ch_CINE,1,,,,,,
FALLOT_PROTQ_FLOW_AO250,1,,,,,,
fl4_150_flow,1,,,,,,
sBTFE-BH_4KA,1,,,,,,
CZ_VIAB_4CH,1,,,,,,
REC_QF_300FH,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MOCO_ERR,1,,,,,,
"Flash_Cine_in_fase_4ch__BW_400_TE_4,76_2Ch",1,,,,,,
HEBE_______cine_3ch,1,,,,,,
2CH_LE_MAG,1,LGE_2CH,,,,,
tfl15_t1_psir_seg_iPAT-sa1_PSIR,1,LGE_SAX,,,,,
DE_High-Res_3ch_MAG,1,LGE_3CH,,,,,
4CH_axis_delayed_MAG,1,LGE_4CH,,,,,
LE_PSIR_4_KAMER_3sl_nieuw_PSIR,1,LGE_4CH,,,,,
SCOUT_2C,1,,,,,,
tfi_single-shot_(3CHV)_240,1,,,,,,
Gre_Cine_LAX_2ch_InlineVF,1,,,,,,
Synthetic_LE_12_min_post_MOCO,1,,,,,,
tse_11_db_t1_iPAT-SA_ima_10,1,,,,,,
Viab_3D_lvot,1,,,,,,
tse_11_db_t1_iPAT_SAX_b7_SAX_b4s_SAX_b3s_SAX_b2s_SAX_b1s,1,,,,,,
AORTABOOG,1,,,,,,
tse_17_db_t2,1,,,,,,
Heart_function_cine_tr50_5,1,,,,,,
lange_as_parallel_aan_klepbladen_30%,1,,,,,,
Pulm.valve_venc_300,1,,,,,,
SUB_S21-S19_1,1,,,,,,
tfi_psir_single-shot_1slC_2_kmr_MAG,1,LGE_2CH,,,,,
fl4_100-flow-LVOT_P,1,,,,,,
CINE_CS_realtime_10sl_inVF_INTP_InlineVF,1,,,,,,
post_MOLLI_4(1)3(1)2_256_BASE_MOCO_ERR,1,,,,,,
QFLOW_BH_CLEAR,1,,,,,,
T2_3pt_TRUFI_192i_4CH_MOCO,1,,,,,,
cine_short-axis,1,,,,,,
FLOW_venc250_through_plane_Pulm_Art,1,,,,,,
sBTFE_3CH,1,,,,,,
flow_tp_retro_aorticvalve_MAG,1,,,,,,
tse_11_db_t1_iPAT-SA_ima_9,1,,,,,,
2D_2CH_PSIR_VIABILITY,1,LGE_2CH,,,,,
T2_TSE_FS_256_12s_LA,1,,,,,,
Trufi_Cine_SAX_b18,1,,,,,,
ShMOLLI_natief_4kamer_T1MAP,1,,,,,,
HEBE_______Viab_M2D,1,,,,,,
tfi_single-shot_(2CHV)_doorademen_TI_260,1,,,,,,
tfi_single-shot_3_stacks_(LA)_doorademen_PSIR,1,,,,,,
cine_segmented_lax_3ch,1,,X,,,,
trufi_shortaxis_iPAT2,1,SAX_no_cine,,,,,
CZ_SURVEY,1,,,,,,
tse_11_db_t1_iPAT-SA_beeld_4,1,,,,,,
cine_tf2d22_3,1,,,,,,
sQFLOW_aorta2,1,,,,,,
Trufi_Cine_Realtime_LAX_triggered_3Ch,1,,,,,,
Real_Time_SAX_1min_insp+persen,1,,,,,,
s3DVIA-PSIR_SA_2st,1,LGE_SAX,,,,,
Heart_morphology_t1_tfl_5-,1,,,,,,
AMC_HART___PDw_BB_COR,1,,,,,,
T2Map_2Ch,1,,,,,,
fl4_100_sup-BAFFLE-LR,1,,,,,,
DE_EX_User1_MAG,1,LGE_SAX,,,,,
fl4_200_flow-asc-aorta,1,,,,,,
sQFLOW_aorta1,1,,,,,,
GRID_KORTE_AS_APEX,1,,,,,,
RV_IN_2ch_Cine_FIESTA,1,,,,,,
LEVER_HASTE-T2-BREATHHOLD-,1,,,,,,
sSlice_10,1,,,,,,
T2Prep_2D_1Slice_BH_192-60_T2_MAG,1,,,,,,
tse_17_db_t2_spair_iPAT_4_ka,1,,,,,,
fl4_75_flow_tricusp_P,1,,,,,,
SUB_S37-S35_1,1,,,,,,
DE_overview_3Ch_2Ch_SAX_4Ch_MAG,1,LGE_SAX_LAX,,,,,
fl4_50_INF-BAFFLE_P,1,,,,,,
ME_SA_DE_150,1,LGE_SAX,,,,,
DE_High-Res_4_TI_400_4Ch_PSIR,1,LGE_4CH,,,,,
TI_SCOUT_4CHV_2min,1,,,,,,
DB_T2TSE_LAX_4Ch_2Ch_3Ch,1,,,,,,
IR_TFE_2D-TI270,1,,,,,,
tra_exp_tfi,1,,,,,,
tfi_single-shot_(4CHV)_doorademen_250,1,,,,,,
DE_overview_TI_400_SAX_2Ch_4Ch_3Ch_PSIR,1,LGE_SAX_LAX,,,,,
Cine_dubbel_obl._la_op_enkel_obl_(3CV),1,,,,,,
DE_seg_high-res_LAX_4Ch_2Ch_3Ch_MAG,1,LGE_LAX,,,,,
smdixon_ip,1,,,,,,
DE_high-res_tfl20_psir_seg_2CH_PSIR,1,LGE_2CH,,,,,
TRUFI_CINE,1,,,,,,
HEBE_______cine_2ch,1,,,,,,
sSlice_13,1,,,,,,
CINE_segmented_VF_SAX_b8,1,,,,,,
tfl20_t1_late_enh_4-kamer_TI_600_PSIR,1,LGE_4CH,,,,,
pre_T1_native_rest,1,,,,,,
tfi_single-shot_(MET_'SCAN')_2CH,1,,,,,,
fl4_100-flow-TV_P,1,,,,,,
DE_High-Res_4_TI_400_4Ch_MAG,1,LGE_4CH,,,,,
fl4_100_INF-BAFFLE,1,,,,,,
flow_tp_retro_aorticvalve,1,,,,,,
Perfusion__LookLocker,1,,,,,,
fl4_100-SUP-BAFFLE,1,,,,,,
FIESTA_non_gated,1,,,,,,
Perfusion__VIAB_250_SA,1,,,,,,
sBTFE_SA_CTR_SENSE,1,,,,,,
Viab_3D_ka,1,,,,,,
tirm_15__2_CH,1,,,,,,
trufi_singleshot_15sl_iPAT,1,,,,,,
DE_High-Res_280_SAX_PSIR,1,LGE_SAX,,,,,
VIAB_2CH,1,,,,,,
ssT1_enhanced_map,1,,,,,,
Synthetic_LE_5_min__MOCO,1,,,,,,
ph5_SUB_TRICKS_MRA_ASSET_3CC_start_scan_after_3sec,1,,,,,,
DE_High-Res_2ch_2Ch_PSIR,1,LGE_2CH,,,,,
sBTFE_BH_SA_IVCTR,1,,,,,,
SA_10_LE_PSIR,1,LGE_SAX,,,,,
sSlice_7,1,,,,,,
tfi_single-shot_14_slices_2_ch_300,1,,,,,,
Trufi_Cine_B7_SAX_b7,1,,,,,,
MIPFallot_L,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MID_MOCO_T1S,1,,,,,,
QF_IVC-VENC_70,1,,,,,,
DE_High-Res_LAX_3Ch_2Ch_MAG,1,LGE_LAX,,,,,
SA_Stack_SSh_MDE,1,,,,,,
Perfusion__VIAB_BH_275,1,,,,,,
"DE_high-res_4CH,3CH,2CH_4Ch_2Ch_3Ch_PSIR",1,LGE_LAX,,,,,
HEBE_______VIABILITY250,1,,,,,,
mDixon_XD_WH_nav_coronair_(gating_level_drift_op_continuous),1,,,,,,
tfi_single-shot_14_slices_sa_370,1,,,,,,
tf2d_rt_1slice_NonTrig_3CH,1,,,,,,
QF_pv-VENC_100,1,,,,,,
STIR_DB_BASE,1,,,,,,
BTFE-LA-ATROPINE,1,,,,,,
SA_FIESTA,1,,,,,,
cine_2_shots_(snelle_BH)_2Ch,1,,,,,,
cine_segmented_sax_b10,1,SAX,,,,,
bTFE_tra,1,,,,,,
tse_11_db_t1_iPAT-SA_IMA_12,1,,,,,,
ep2d_diff_3scan_trace_p2_ADC,1,,,,,,
FLOW-TRICUSPID,1,,,,,,
RVOT,1,,,,,,
"CINE_segmented,R2CH,__RVOT",1,,,,,,
Radial_SSh_MDE,1,,,,,,
T1+GADO_8mins,1,,,,,,
"Gre_Cine_LAX_BW_1000_TE_4,76_4Ch_InlineVF",1,,,,,,
fl4_50-SUP-BAFFLE_P,1,,,,,,
Trufi_Cine_Realtime_SAX_b5,1,,,,,,
cine_segmented_sax_b6,1,SAX,,,,,
3CH_axis_delayed_PSIR,1,LGE_3CH,,,,,
TI_SCOUT_3CHV,1,,,,,,
T2Prep_2D_1Slice_8Meas_iPAT_T2_MAG_Registered,1,,X,,,,
fl4_100-SUP-BAFFLE_P,1,,,,,,
AMC_HART___BTFE_SA,1,,,,,,
tfi_single-shot_(MET_'SCAN')_14_slices_DOORADEMEN_SA,1,,,,,,
tfi_single-shot_14_slices_3_ch_290,1,,,,,,
tfi_single-shot_14_slices_4_ch_220,1,,,,,,
tfi_single-shot_14_slices_sa_260,1,,,,,,
Molli_native_SA,1,,,,,,
flow_150_tp_retro_bh_ePAT@c_PULM_ART_P,1,,,,,,
3CH_functie,1,,,,,,
Trufi_Cine_Aorta_Cor_User1,1,,,,,,
post_MOLLI_4(1)3(1)2_256_APEX_MOCO_ERR,1,,,,,,
MIP_LR,1,,,,,,
T1Map_subset_SAXs_MOCO,1,,,,,,
fl4_98_flow_aorta_P,1,,,,,,
3CH_axis_delayed_MAG,1,LGE_3CH,,,,,
COR_SHARP,1,,,,,,
TFE_PULMSAG,1,,,,,,
trufi_loc_cor,1,,,,,,
MIP_pa_FH,1,,,,,,
B-TFE_RLT,1,,,,,,
R2CH,1,,,,,,
trufi_4ch,1,,,,,,
3-pl_Loc,1,,,,,,
trufi_2-chamber_iPAT2,1,2CH_no_cine,,,,,
tf2d_rt_1slice_NonTrig_3chv,1,,,,,,
Cine_KORTE_AS_MID,1,,,,,,
tfi_single-shot_4CH_ti450_PSIR,1,LGE_4CH,,,,,
angio_fl3d_cor_p3_post_arterial_SUB,1,,,,,,
tfi_single-shot_(3CHV)_250,1,,,,,,
Trufi_Cine_Realtime_SAX_b8,1,,,,,,
SURVEY_1_insp,1,,,,,,
HEBE_______VIABILITY400,1,,,,,,
tf2d15_retro_iPAT-pulm,1,,,,,,
VIAB_4CH,1,,,,,,
de_heartze_high-res_lax_2ch_3ch_4ch_MOCO_AVG_MAG,1,LGE_LAX,,,,,
SA,1,,,,,,
RAO,1,,,,,,
tirm_15_db_t2_4_kmr,1,,,,,,
Trufi_Cine_doorademen_SAX_b2,1,SAX,,,,,
CINE_segmented_VF_SAX_b3,1,,,,,,
Perfusion__VIAB_LA,1,,,,,,
tfi_psir_single-shot_1slC_3_kmr_MAG,1,LGE_3CH,,,,,
Synthetic_LE_5_min__MOCO_PSIR,1,LGE_SAX,,,,,
Perfusion__VIAB340,1,,,,,,
FLASH_SACHV_CINE,1,,,,,,
CZ_VIAB_SA,1,,,,,,
T1_DB_LAX_RV2Ch_RVOT,1,,,,,,
BBTSE-sag,1,,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)3_CH,1,,,,,,
tfi_single-shot_(MET_'SCAN')3,1,,,,,,
trufi_loc_sag,1,,,,,,
